Bar Diameter,Maximum bar length,Reinforcement Volume,Rebar Number,Mark,Total Bar Length,Quantity,Workset,Host Category,Host Mark,REBAR-PARTITION,WEIGHT IN KG,Style,Bend Diameter
10 mm,1331 mm,836.31 cm³,235,258,10648 mm,8,STR-Model,Structural Column,C4 500x500x10500,Column,6.573366,Stirrup / Tie,40 mm
10 mm,1331 mm,836.31 cm³,235,258,10648 mm,8,STR-Model,Structural Column,C4 500x500x10500,Column,6.573366,Stirrup / Tie,40 mm
10 mm,2236 mm,2458.97 cm³,281,281,31309 mm,14,STR-Model,Structural Column,ST-C3 300x900x2000,Column,19.327488,Stirrup / Tie,40 mm
10 mm,998 mm,1097.19 cm³,282,293,13970 mm,14,STR-Model,Structural Column,ST-C3 300x900x2000,Column,8.623928,Stirrup / Tie,40 mm
10 mm,998 mm,1097.14 cm³,282,293,13969 mm,14,STR-Model,Structural Column,ST-C3 300x900x2000,Column,8.623497,Stirrup / Tie,40 mm
10 mm,2440 mm,1916.48 cm³,292,304,24401 mm,10,STR-Model,Wall,W5,Wall,15.063543,Standard,40 mm
10 mm,2440 mm,1916.48 cm³,292,304,24401 mm,10,STR-Model,Wall,W5,Wall,15.063543,Standard,40 mm
10 mm,1136 mm,5622.67 cm³,299,299,71590 mm,63,STR-Model,Structural Column,ST-C1 250x400x8275,Column,44.194163,Stirrup / Tie,40 mm
10 mm,2441 mm,7092.14 cm³,335,335,90300 mm,37,STR-Model,Wall,W4,Wall,55.744246,Standard,40 mm
10 mm,2441 mm,7092.14 cm³,335,335,90300 mm,37,STR-Model,Wall,W4,Wall,55.744246,Standard,40 mm
10 mm,4202 mm,1319.98 cm³,349,356,16807 mm,4,STR-Model,Structural Column,,Corbel,10.375052,Stirrup / Tie,40 mm
10 mm,1756 mm,5241.85 cm³,1018,925,66741 mm,38,STR-Model,Structural Framing,GB1,Ground Beam,41.200926,Stirrup / Tie,40 mm
10 mm,1756 mm,5103.90 cm³,1018,925,64985 mm,37,STR-Model,Structural Framing,GB1,Ground Beam,40.116691,Stirrup / Tie,40 mm
10 mm,1756 mm,5103.90 cm³,1018,925,64985 mm,37,STR-Model,Structural Framing,GB1,Ground Beam,40.116691,Stirrup / Tie,40 mm
10 mm,1756 mm,5103.90 cm³,1018,925,64985 mm,37,STR-Model,Structural Framing,GB1,Ground Beam,40.116691,Stirrup / Tie,40 mm
10 mm,1556 mm,3422.59 cm³,998,777,43578 mm,28,STR-Model,Structural Framing,GB2,Ground Beam,26.901568,Stirrup / Tie,40 mm
10 mm,1556 mm,3300.36 cm³,998,777,42021 mm,27,STR-Model,Structural Framing,GB2,Ground Beam,25.940798,Stirrup / Tie,40 mm
10 mm,1556 mm,3300.36 cm³,777,777,42021 mm,27,STR-Model,Structural Framing,GB2,Ground Beam,25.940798,Stirrup / Tie,40 mm
10 mm,1556 mm,3300.36 cm³,777,777,42021 mm,27,STR-Model,Structural Framing,GB2,Ground Beam,25.940798,Stirrup / Tie,40 mm
10 mm,1556 mm,3300.36 cm³,998,777,42021 mm,27,STR-Model,Structural Framing,GB2,Ground Beam,25.940798,Stirrup / Tie,40 mm
10 mm,1556 mm,3300.36 cm³,998,777,42021 mm,27,STR-Model,Structural Framing,GB2,Ground Beam,25.940798,Stirrup / Tie,40 mm
10 mm,1556 mm,3667.06 cm³,998,777,46690 mm,30,STR-Model,Structural Framing,GB3,Ground Beam,28.823109,Stirrup / Tie,40 mm
10 mm,1556 mm,3300.36 cm³,998,777,42021 mm,27,STR-Model,Structural Framing,GB3,Ground Beam,25.940798,Stirrup / Tie,40 mm
10 mm,1556 mm,3300.36 cm³,998,777,42021 mm,27,STR-Model,Structural Framing,GB3,Ground Beam,25.940798,Stirrup / Tie,40 mm
10 mm,1556 mm,3300.36 cm³,998,777,42021 mm,27,STR-Model,Structural Framing,GB3,Ground Beam,25.940798,Stirrup / Tie,40 mm
10 mm,1556 mm,3300.36 cm³,998,777,42021 mm,27,STR-Model,Structural Framing,GB3,Ground Beam,25.940798,Stirrup / Tie,40 mm
10 mm,1556 mm,3300.36 cm³,998,777,42021 mm,27,STR-Model,Structural Framing,GB3,Ground Beam,25.940798,Stirrup / Tie,40 mm
10 mm,1556 mm,3300.36 cm³,998,777,42021 mm,27,STR-Model,Structural Framing,GB3,Ground Beam,25.940798,Stirrup / Tie,40 mm
10 mm,1556 mm,3422.59 cm³,998,777,43578 mm,28,STR-Model,Structural Framing,GB3,Ground Beam,26.901568,Stirrup / Tie,40 mm
10 mm,1556 mm,3422.59 cm³,998,777,43578 mm,28,STR-Model,Structural Framing,GB2,Ground Beam,26.901568,Stirrup / Tie,40 mm
10 mm,1556 mm,3422.59 cm³,998,777,43578 mm,28,STR-Model,Structural Framing,GB2,Ground Beam,26.901568,Stirrup / Tie,40 mm
10 mm,1556 mm,3422.59 cm³,998,777,43578 mm,28,STR-Model,Structural Framing,GB2,Ground Beam,26.901568,Stirrup / Tie,40 mm
10 mm,1556 mm,977.88 cm³,998,777,12451 mm,8,STR-Model,Structural Framing,GB2,Ground Beam,7.686162,Stirrup / Tie,40 mm
10 mm,1556 mm,977.88 cm³,998,777,12451 mm,8,STR-Model,Structural Framing,GB2,Ground Beam,7.686162,Stirrup / Tie,40 mm
10 mm,1556 mm,977.88 cm³,998,777,12451 mm,8,STR-Model,Structural Framing,GB2,Ground Beam,7.686162,Stirrup / Tie,40 mm
10 mm,1556 mm,3422.59 cm³,998,777,43578 mm,28,STR-Model,Structural Framing,GB3,Ground Beam,26.901568,Stirrup / Tie,40 mm
10 mm,1556 mm,3422.59 cm³,998,777,43578 mm,28,STR-Model,Structural Framing,GB3,Ground Beam,26.901568,Stirrup / Tie,40 mm
10 mm,1556 mm,1222.35 cm³,998,777,15563 mm,10,STR-Model,Structural Framing,GB2,Ground Beam,9.607703,Stirrup / Tie,40 mm
10 mm,1556 mm,1222.35 cm³,998,777,15563 mm,10,STR-Model,Structural Framing,GB2,Ground Beam,9.607703,Stirrup / Tie,40 mm
10 mm,1556 mm,1222.35 cm³,998,777,15563 mm,10,STR-Model,Structural Framing,GB2,Ground Beam,9.607703,Stirrup / Tie,40 mm
10 mm,1556 mm,3300.36 cm³,998,777,42021 mm,27,STR-Model,Structural Framing,GB2,Ground Beam,25.940798,Stirrup / Tie,40 mm
10 mm,1556 mm,3300.36 cm³,998,777,42021 mm,27,STR-Model,Structural Framing,GB2,Ground Beam,25.940798,Stirrup / Tie,40 mm
10 mm,1556 mm,3300.36 cm³,998,777,42021 mm,27,STR-Model,Structural Framing,GB2,Ground Beam,25.940798,Stirrup / Tie,40 mm
10 mm,1556 mm,3300.36 cm³,998,777,42021 mm,27,STR-Model,Structural Framing,GB2,Ground Beam,25.940798,Stirrup / Tie,40 mm
10 mm,1556 mm,3300.36 cm³,998,777,42021 mm,27,STR-Model,Structural Framing,GB2,Ground Beam,25.940798,Stirrup / Tie,40 mm
10 mm,1556 mm,3300.36 cm³,998,777,42021 mm,27,STR-Model,Structural Framing,GB2,Ground Beam,25.940798,Stirrup / Tie,40 mm
10 mm,1556 mm,3422.59 cm³,998,777,43578 mm,28,STR-Model,Structural Framing,GB2,Ground Beam,26.901568,Stirrup / Tie,40 mm
10 mm,1556 mm,3422.59 cm³,998,777,43578 mm,28,STR-Model,Structural Framing,GB2,Ground Beam,26.901568,Stirrup / Tie,40 mm
10 mm,1556 mm,3422.59 cm³,998,777,43578 mm,28,STR-Model,Structural Framing,GB2,Ground Beam,26.901568,Stirrup / Tie,40 mm
10 mm,1556 mm,3422.59 cm³,998,777,43578 mm,28,STR-Model,Structural Framing,GB3,Ground Beam,26.901568,Stirrup / Tie,40 mm
10 mm,1556 mm,3422.59 cm³,998,777,43578 mm,28,STR-Model,Structural Framing,GB2,Ground Beam,26.901568,Stirrup / Tie,40 mm
10 mm,1556 mm,3544.83 cm³,998,777,45134 mm,29,STR-Model,Structural Framing,GB2A,Ground Beam,27.862339,Stirrup / Tie,40 mm
10 mm,1556 mm,4156.00 cm³,998,777,52916 mm,34,STR-Model,Structural Framing,GB2A,Ground Beam,32.66619,Stirrup / Tie,40 mm
10 mm,1556 mm,2444.71 cm³,998,777,31127 mm,20,STR-Model,Structural Framing,GB2A,Ground Beam,19.215406,Stirrup / Tie,40 mm
10 mm,1556 mm,3300.36 cm³,998,777,42021 mm,27,STR-Model,Structural Framing,GB2,Ground Beam,25.940798,Stirrup / Tie,40 mm
10 mm,1556 mm,3055.89 cm³,998,777,38909 mm,25,STR-Model,Structural Framing,GB2,Ground Beam,24.019257,Stirrup / Tie,40 mm
10 mm,1556 mm,3544.83 cm³,998,777,45134 mm,29,STR-Model,Structural Framing,GB2A,Ground Beam,27.862339,Stirrup / Tie,40 mm
10 mm,1556 mm,3055.89 cm³,998,777,38909 mm,25,STR-Model,Structural Framing,GB2A,Ground Beam,24.019257,Stirrup / Tie,40 mm
10 mm,1556 mm,3544.83 cm³,998,777,45134 mm,29,STR-Model,Structural Framing,GB2A,Ground Beam,27.862339,Stirrup / Tie,40 mm
10 mm,1556 mm,2933.65 cm³,998,777,37352 mm,24,STR-Model,Structural Framing,GB2A,Ground Beam,23.058487,Stirrup / Tie,40 mm
10 mm,1556 mm,3544.83 cm³,998,777,45134 mm,29,STR-Model,Structural Framing,GB2A,Ground Beam,27.862339,Stirrup / Tie,40 mm
10 mm,1556 mm,3055.89 cm³,998,777,38909 mm,25,STR-Model,Structural Framing,GB2A,Ground Beam,24.019257,Stirrup / Tie,40 mm
10 mm,1596 mm,3635.93 cm³,1014,931,46294 mm,29,STR-Model,Structural Framing,GB2A,Ground Beam,28.578433,Stirrup / Tie,40 mm
10 mm,1556 mm,3055.40 cm³,1032,2397,38903 mm,25,STR-Model,Structural Framing,GB2A,Ground Beam,24.015446,Stirrup / Tie,40 mm
10 mm,1556 mm,3300.36 cm³,998,777,42021 mm,27,STR-Model,Structural Framing,GB3,Ground Beam,25.940798,Stirrup / Tie,40 mm
10 mm,1556 mm,3178.12 cm³,998,777,40465 mm,26,STR-Model,Structural Framing,GB3,Ground Beam,24.980028,Stirrup / Tie,40 mm
10 mm,1556 mm,2933.65 cm³,998,777,37352 mm,24,STR-Model,Structural Framing,GB2,Ground Beam,23.058487,Stirrup / Tie,40 mm
10 mm,1556 mm,2444.71 cm³,998,777,31127 mm,20,STR-Model,Structural Framing,GB2,Ground Beam,19.215406,Stirrup / Tie,40 mm
10 mm,1556 mm,2933.65 cm³,998,777,37352 mm,24,STR-Model,Structural Framing,GB2,Ground Beam,23.058487,Stirrup / Tie,40 mm
10 mm,1556 mm,2444.71 cm³,998,777,31127 mm,20,STR-Model,Structural Framing,GB2,Ground Beam,19.215406,Stirrup / Tie,40 mm
10 mm,1556 mm,2933.65 cm³,998,777,37352 mm,24,STR-Model,Structural Framing,GB2,Ground Beam,23.058487,Stirrup / Tie,40 mm
10 mm,1556 mm,2444.71 cm³,998,777,31127 mm,20,STR-Model,Structural Framing,GB2,Ground Beam,19.215406,Stirrup / Tie,40 mm
10 mm,1556 mm,2933.65 cm³,998,777,37352 mm,24,STR-Model,Structural Framing,GB2,Ground Beam,23.058487,Stirrup / Tie,40 mm
10 mm,1556 mm,1466.82 cm³,998,777,18676 mm,12,STR-Model,Structural Framing,GB2,Ground Beam,11.529244,Stirrup / Tie,40 mm
10 mm,1556 mm,3422.59 cm³,998,777,43578 mm,28,STR-Model,Structural Framing,GB3,Ground Beam,26.901568,Stirrup / Tie,40 mm
10 mm,1556 mm,3422.59 cm³,998,777,43578 mm,28,STR-Model,Structural Framing,GB3,Ground Beam,26.901568,Stirrup / Tie,40 mm
10 mm,1756 mm,3862.41 cm³,1018,925,49178 mm,28,STR-Model,Structural Framing,GB1,Ground Beam,30.358577,Stirrup / Tie,40 mm
10 mm,1556 mm,2933.65 cm³,998,777,37352 mm,24,STR-Model,Structural Framing,GB2,Ground Beam,23.058487,Stirrup / Tie,40 mm
10 mm,1556 mm,2933.65 cm³,998,777,37352 mm,24,STR-Model,Structural Framing,GB2,Ground Beam,23.058487,Stirrup / Tie,40 mm
10 mm,1556 mm,3422.59 cm³,998,777,43578 mm,28,STR-Model,Structural Framing,GB2,Ground Beam,26.901568,Stirrup / Tie,40 mm
10 mm,1556 mm,2200.24 cm³,998,777,28014 mm,18,STR-Model,Structural Framing,GB2,Ground Beam,17.293865,Stirrup / Tie,40 mm
10 mm,1556 mm,2078.00 cm³,998,777,26458 mm,17,STR-Model,Structural Framing,GB2,Ground Beam,16.333095,Stirrup / Tie,40 mm
10 mm,1756 mm,5103.90 cm³,1018,925,64985 mm,37,STR-Model,Structural Framing,GB1,Ground Beam,40.116691,Stirrup / Tie,40 mm
10 mm,1756 mm,5103.90 cm³,1018,925,64985 mm,37,STR-Model,Structural Framing,GB1,Ground Beam,40.116691,Stirrup / Tie,40 mm
10 mm,1756 mm,5103.90 cm³,1018,925,64985 mm,37,STR-Model,Structural Framing,GB1,Ground Beam,40.116691,Stirrup / Tie,40 mm
10 mm,1756 mm,9380.15 cm³,1018,925,119432 mm,68,STR-Model,Structural Framing,GB1,Ground Beam,73.727973,Stirrup / Tie,40 mm
10 mm,1556 mm,2322.47 cm³,998,777,29571 mm,19,STR-Model,Structural Framing,GB2,Ground Beam,18.254636,Stirrup / Tie,40 mm
10 mm,1556 mm,2566.94 cm³,998,777,32683 mm,21,STR-Model,Structural Framing,GB2,Ground Beam,20.176176,Stirrup / Tie,40 mm
10 mm,1556 mm,2566.94 cm³,998,777,32683 mm,21,STR-Model,Structural Framing,GB2,Ground Beam,20.176176,Stirrup / Tie,40 mm
10 mm,1556 mm,2566.94 cm³,998,777,32683 mm,21,STR-Model,Structural Framing,GB2,Ground Beam,20.176176,Stirrup / Tie,40 mm
10 mm,1556 mm,2689.18 cm³,998,777,34240 mm,22,STR-Model,Structural Framing,GB2,Ground Beam,21.136947,Stirrup / Tie,40 mm
10 mm,1756 mm,3862.41 cm³,1018,925,49178 mm,28,STR-Model,Structural Framing,GB1,Ground Beam,30.358577,Stirrup / Tie,40 mm
10 mm,1756 mm,5103.90 cm³,1018,925,64985 mm,37,STR-Model,Structural Framing,GB1,Ground Beam,40.116691,Stirrup / Tie,40 mm
10 mm,1756 mm,4828.02 cm³,1018,925,61472 mm,35,STR-Model,Structural Framing,GB1,Ground Beam,37.948221,Stirrup / Tie,40 mm
10 mm,1756 mm,4965.96 cm³,1018,925,63229 mm,36,STR-Model,Structural Framing,GB1,Ground Beam,39.032456,Stirrup / Tie,40 mm
10 mm,1756 mm,4828.02 cm³,1018,925,61472 mm,35,STR-Model,Structural Framing,GB1,Ground Beam,37.948221,Stirrup / Tie,40 mm
10 mm,1756 mm,5103.90 cm³,1018,925,64985 mm,37,STR-Model,Structural Framing,GB1,Ground Beam,40.116691,Stirrup / Tie,40 mm
10 mm,1756 mm,4965.96 cm³,1018,925,63229 mm,36,STR-Model,Structural Framing,GB1,Ground Beam,39.032456,Stirrup / Tie,40 mm
10 mm,1756 mm,3586.53 cm³,1018,925,45665 mm,26,STR-Model,Structural Framing,GB1,Ground Beam,28.190107,Stirrup / Tie,40 mm
10 mm,1556 mm,4278.24 cm³,998,777,54472 mm,35,STR-Model,Structural Framing,GB2,Ground Beam,33.62696,Stirrup / Tie,40 mm
10 mm,1556 mm,3789.30 cm³,998,777,48247 mm,31,STR-Model,Structural Framing,GB2,Ground Beam,29.783879,Stirrup / Tie,40 mm
10 mm,1556 mm,2444.71 cm³,998,777,31127 mm,20,STR-Model,Structural Framing,GB2,Ground Beam,19.215406,Stirrup / Tie,40 mm
10 mm,1556 mm,3544.83 cm³,998,777,45134 mm,29,STR-Model,Structural Framing,GB2,Ground Beam,27.862339,Stirrup / Tie,40 mm
10 mm,1556 mm,3055.89 cm³,998,777,38909 mm,25,STR-Model,Structural Framing,GB2,Ground Beam,24.019257,Stirrup / Tie,40 mm
10 mm,1556 mm,2444.71 cm³,998,777,31127 mm,20,STR-Model,Structural Framing,GB2,Ground Beam,19.215406,Stirrup / Tie,40 mm
10 mm,1556 mm,2200.24 cm³,998,777,28014 mm,18,STR-Model,Structural Framing,GB2A,Ground Beam,17.293865,Stirrup / Tie,40 mm
10 mm,1556 mm,3055.89 cm³,998,777,38909 mm,25,STR-Model,Structural Framing,GB2A,Ground Beam,24.019257,Stirrup / Tie,40 mm
10 mm,1556 mm,3544.83 cm³,998,777,45134 mm,29,STR-Model,Structural Framing,GB2A,Ground Beam,27.862339,Stirrup / Tie,40 mm
10 mm,1556 mm,3055.89 cm³,998,777,38909 mm,25,STR-Model,Structural Framing,GB2A,Ground Beam,24.019257,Stirrup / Tie,40 mm
10 mm,1556 mm,3544.83 cm³,998,777,45134 mm,29,STR-Model,Structural Framing,GB2,Ground Beam,27.862339,Stirrup / Tie,40 mm
10 mm,1556 mm,2078.00 cm³,998,777,26458 mm,17,STR-Model,Structural Framing,GB2,Ground Beam,16.333095,Stirrup / Tie,40 mm
10 mm,1556 mm,2566.94 cm³,998,777,32683 mm,21,STR-Model,Structural Framing,GB2,Ground Beam,20.176176,Stirrup / Tie,40 mm
10 mm,1556 mm,3422.59 cm³,998,777,43578 mm,28,STR-Model,Structural Framing,GB2,Ground Beam,26.901568,Stirrup / Tie,40 mm
10 mm,1556 mm,3300.36 cm³,998,777,42021 mm,27,STR-Model,Structural Framing,GB2,Ground Beam,25.940798,Stirrup / Tie,40 mm
10 mm,1556 mm,3055.89 cm³,998,777,38909 mm,25,STR-Model,Structural Framing,GB2,Ground Beam,24.019257,Stirrup / Tie,40 mm
10 mm,1356 mm,426.11 cm³,37,34,5425 mm,4,STR-Model,Structural Column,C3 400x400x7500,Footing,3.349223,Stirrup / Tie,40 mm
10 mm,1076 mm,338.15 cm³,38,35,4305 mm,4,STR-Model,Structural Column,C3 400x400x7500,Footing,2.657821,Stirrup / Tie,40 mm
10 mm,1356 mm,532.64 cm³,191,191,6782 mm,5,STR-Model,Structural Column,C3 400x400x7500,Footing,4.186529,Stirrup / Tie,40 mm
10 mm,1076 mm,422.68 cm³,192,192,5382 mm,5,STR-Model,Structural Column,C3 400x400x7500,Footing,3.322276,Stirrup / Tie,40 mm
10 mm,1556 mm,977.88 cm³,777,777,12451 mm,8,STR-Model,Structural Framing,,Ramp,7.686162,Stirrup / Tie,40 mm
10 mm,1156 mm,999.01 cm³,1509,1509,12720 mm,11,STR-Model,Structural Framing,,Ramp,7.852252,Stirrup / Tie,40 mm
10 mm,1256 mm,1381.43 cm³,1510,1406,17589 mm,14,STR-Model,Floor,,Ramp,10.858028,Stirrup / Tie,40 mm
10 mm,1455 mm,1599.98 cm³,1512,1512,20372 mm,14,STR-Model,Floor,,Ramp,12.575819,Stirrup / Tie,40 mm
10 mm,1043 mm,737.60 cm³,1518,1413,9391 mm,9,STR-Model,Slab Edge,,Ramp,5.797574,Stirrup / Tie,40 mm
10 mm,1070 mm,756.43 cm³,1519,1519,9631 mm,9,STR-Model,Slab Edge,,Ramp,5.94555,Stirrup / Tie,40 mm
10 mm,1297 mm,611.00 cm³,1523,1523,7780 mm,6,STR-Model,Wall,,Ramp,4.802467,Stirrup / Tie,40 mm
10 mm,1297 mm,611.00 cm³,1523,1523,7780 mm,6,STR-Model,Wall,,Ramp,4.802467,Stirrup / Tie,40 mm
10 mm,1245 mm,97.78 cm³,1524,1524,1245 mm,1,STR-Model,Wall,,Ramp,0.76853,Stirrup / Tie,40 mm
10 mm,1204 mm,94.55 cm³,1530,1424,1204 mm,1,STR-Model,Wall,,Ramp,0.743177,Stirrup / Tie,40 mm
10 mm,1164 mm,91.41 cm³,1529,1423,1164 mm,1,STR-Model,Wall,,Ramp,0.718485,Stirrup / Tie,40 mm
10 mm,1124 mm,88.27 cm³,1528,1422,1124 mm,1,STR-Model,Wall,,Ramp,0.693792,Stirrup / Tie,40 mm
10 mm,1084 mm,85.13 cm³,1527,1421,1084 mm,1,STR-Model,Wall,,Ramp,0.669099,Stirrup / Tie,40 mm
10 mm,1044 mm,81.99 cm³,1526,1526,1044 mm,1,STR-Model,Wall,,Ramp,0.644406,Stirrup / Tie,40 mm
10 mm,1007 mm,79.10 cm³,1525,1419,1007 mm,1,STR-Model,Wall,,Ramp,0.621726,Stirrup / Tie,40 mm
10 mm,1245 mm,97.78 cm³,1524,1524,1245 mm,1,STR-Model,Wall,,Ramp,0.76853,Stirrup / Tie,40 mm
10 mm,1204 mm,94.55 cm³,1530,1424,1204 mm,1,STR-Model,Wall,,Ramp,0.743177,Stirrup / Tie,40 mm
10 mm,1164 mm,91.41 cm³,1529,1423,1164 mm,1,STR-Model,Wall,,Ramp,0.718485,Stirrup / Tie,40 mm
10 mm,1124 mm,88.27 cm³,1528,1422,1124 mm,1,STR-Model,Wall,,Ramp,0.693792,Stirrup / Tie,40 mm
10 mm,1084 mm,85.13 cm³,1527,1421,1084 mm,1,STR-Model,Wall,,Ramp,0.669099,Stirrup / Tie,40 mm
10 mm,1044 mm,81.99 cm³,1526,1526,1044 mm,1,STR-Model,Wall,,Ramp,0.644406,Stirrup / Tie,40 mm
10 mm,1007 mm,79.10 cm³,1525,1419,1007 mm,1,STR-Model,Wall,,Ramp,0.621726,Stirrup / Tie,40 mm
10 mm,771 mm,6119.63 cm³,1538,1431,77918 mm,101,STR-Model,Wall,,UPSTAND,48.100293,Standard,40 mm
10 mm,1760 mm,1382.27 cm³,1543,1438,17600 mm,10,STR-Model,Wall,,Ramp,10.864638,Standard,40 mm
10 mm,1761 mm,1383.37 cm³,1550,1444,17614 mm,10,STR-Model,Wall,,Ramp,10.873281,Standard,40 mm
10 mm,1296 mm,916.34 cm³,1564,1564,11667 mm,9,STR-Model,Wall,,Ramp,7.202397,Stirrup / Tie,40 mm
10 mm,1296 mm,916.34 cm³,1564,1564,11667 mm,9,STR-Model,Wall,,Ramp,7.202397,Stirrup / Tie,40 mm
10 mm,1277 mm,14140.14 cm³,1572,1466,180038 mm,141,STR-Model,Slab Edge,,Ramp,111.141462,Stirrup / Tie,40 mm
10 mm,1313 mm,14743.34 cm³,1573,1573,187718 mm,143,STR-Model,Floor,,Ramp,115.882657,Stirrup / Tie,40 mm
10 mm,1943 mm,152.58 cm³,1576,1576,1943 mm,1,STR-Model,Wall,,Ramp,1.199244,Stirrup / Tie,40 mm
10 mm,1903 mm,149.43 cm³,1592,1592,1903 mm,1,STR-Model,Wall,,Ramp,1.174551,Stirrup / Tie,40 mm
10 mm,1863 mm,146.29 cm³,1591,1591,1863 mm,1,STR-Model,Wall,,Ramp,1.149858,Stirrup / Tie,40 mm
10 mm,1823 mm,143.15 cm³,1590,1484,1823 mm,1,STR-Model,Wall,,Ramp,1.125165,Stirrup / Tie,40 mm
10 mm,1783 mm,140.01 cm³,1589,1483,1783 mm,1,STR-Model,Wall,,Ramp,1.100472,Stirrup / Tie,40 mm
10 mm,1743 mm,136.87 cm³,1588,1482,1743 mm,1,STR-Model,Wall,,Ramp,1.075779,Stirrup / Tie,40 mm
10 mm,1703 mm,133.73 cm³,1587,1481,1703 mm,1,STR-Model,Wall,,Ramp,1.051086,Stirrup / Tie,40 mm
10 mm,1663 mm,130.58 cm³,1586,1480,1663 mm,1,STR-Model,Wall,,Ramp,1.026393,Stirrup / Tie,40 mm
10 mm,1623 mm,127.44 cm³,1585,1585,1623 mm,1,STR-Model,Wall,,Ramp,1.0017,Stirrup / Tie,40 mm
10 mm,1583 mm,124.30 cm³,1584,1584,1583 mm,1,STR-Model,Wall,,Ramp,0.977008,Stirrup / Tie,40 mm
10 mm,1543 mm,121.16 cm³,1583,1477,1543 mm,1,STR-Model,Wall,,Ramp,0.952315,Stirrup / Tie,40 mm
10 mm,1503 mm,118.02 cm³,1582,1582,1503 mm,1,STR-Model,Wall,,Ramp,0.927622,Stirrup / Tie,40 mm
10 mm,1463 mm,114.88 cm³,1581,1581,1463 mm,1,STR-Model,Wall,,Ramp,0.902929,Stirrup / Tie,40 mm
10 mm,1423 mm,111.73 cm³,1580,1580,1423 mm,1,STR-Model,Wall,,Ramp,0.878236,Stirrup / Tie,40 mm
10 mm,1383 mm,108.59 cm³,1579,1579,1383 mm,1,STR-Model,Wall,,Ramp,0.853543,Stirrup / Tie,40 mm
10 mm,1343 mm,105.45 cm³,1578,1578,1343 mm,1,STR-Model,Wall,,Ramp,0.82885,Stirrup / Tie,40 mm
10 mm,1303 mm,102.31 cm³,1577,1577,1303 mm,1,STR-Model,Wall,,Ramp,0.804157,Stirrup / Tie,40 mm
10 mm,1248 mm,98.02 cm³,1593,1593,1248 mm,1,STR-Model,Wall,,Ramp,0.770457,Stirrup / Tie,40 mm
10 mm,1943 mm,152.58 cm³,1576,1576,1943 mm,1,STR-Model,Wall,,Ramp,1.199244,Stirrup / Tie,40 mm
10 mm,1903 mm,149.43 cm³,1592,1592,1903 mm,1,STR-Model,Wall,,Ramp,1.174551,Stirrup / Tie,40 mm
10 mm,1863 mm,146.29 cm³,1591,1591,1863 mm,1,STR-Model,Wall,,Ramp,1.149858,Stirrup / Tie,40 mm
10 mm,1823 mm,143.15 cm³,1590,1484,1823 mm,1,STR-Model,Wall,,Ramp,1.125165,Stirrup / Tie,40 mm
10 mm,1783 mm,140.01 cm³,1589,1483,1783 mm,1,STR-Model,Wall,,Ramp,1.100472,Stirrup / Tie,40 mm
10 mm,1743 mm,136.87 cm³,1588,1482,1743 mm,1,STR-Model,Wall,,Ramp,1.075779,Stirrup / Tie,40 mm
10 mm,1703 mm,133.73 cm³,1587,1481,1703 mm,1,STR-Model,Wall,,Ramp,1.051086,Stirrup / Tie,40 mm
10 mm,1663 mm,130.58 cm³,1586,1480,1663 mm,1,STR-Model,Wall,,Ramp,1.026393,Stirrup / Tie,40 mm
10 mm,1623 mm,127.44 cm³,1585,1585,1623 mm,1,STR-Model,Wall,,Ramp,1.0017,Stirrup / Tie,40 mm
10 mm,1583 mm,124.30 cm³,1584,1584,1583 mm,1,STR-Model,Wall,,Ramp,0.977008,Stirrup / Tie,40 mm
10 mm,1543 mm,121.16 cm³,1583,1477,1543 mm,1,STR-Model,Wall,,Ramp,0.952315,Stirrup / Tie,40 mm
10 mm,1503 mm,118.02 cm³,1582,1582,1503 mm,1,STR-Model,Wall,,Ramp,0.927622,Stirrup / Tie,40 mm
10 mm,1463 mm,114.88 cm³,1581,1581,1463 mm,1,STR-Model,Wall,,Ramp,0.902929,Stirrup / Tie,40 mm
10 mm,1423 mm,111.73 cm³,1580,1580,1423 mm,1,STR-Model,Wall,,Ramp,0.878236,Stirrup / Tie,40 mm
10 mm,1383 mm,108.59 cm³,1579,1579,1383 mm,1,STR-Model,Wall,,Ramp,0.853543,Stirrup / Tie,40 mm
10 mm,1343 mm,105.45 cm³,1578,1578,1343 mm,1,STR-Model,Wall,,Ramp,0.82885,Stirrup / Tie,40 mm
10 mm,1303 mm,102.31 cm³,1577,1577,1303 mm,1,STR-Model,Wall,,Ramp,0.804157,Stirrup / Tie,40 mm
10 mm,1248 mm,98.02 cm³,1593,1593,1248 mm,1,STR-Model,Wall,,Ramp,0.770457,Stirrup / Tie,40 mm
10 mm,6130 mm,67880.59 cm³,1594,1594,864283 mm,141,STR-Model,Slab Edge,,Ramp,533.541431,Standard,40 mm
10 mm,1196 mm,1127.53 cm³,1645,1645,14356 mm,12,STR-Model,Structural Framing,,Ramp,8.862408,Stirrup / Tie,40 mm
10 mm,1196 mm,1973.18 cm³,1645,1645,25123 mm,21,STR-Model,Structural Framing,,Ramp,15.509215,Stirrup / Tie,40 mm
10 mm,1196 mm,1973.18 cm³,1644,1645,25123 mm,21,STR-Model,Structural Framing,,Ramp,15.509215,Stirrup / Tie,40 mm
10 mm,1196 mm,1127.53 cm³,1645,1645,14356 mm,12,STR-Model,Structural Framing,,Ramp,8.862408,Stirrup / Tie,40 mm
